transaction_id,date,merchant,amount,category,accounting_code,accounting_type,tax_deductible,department,extraction_confidence
TXN-01265,2024-07-28,Best Buy,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8999999999999999
TXN-01266,2024-06-06,Twilio,1000.0,Software - Communications,6340,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-01267,2024-02-09,Pwc,20000.0,Professional Services,6700,Operating Expense - Services,Yes,Sales,0.8799999999999999
TXN-01268,2024-08-09,Deloitte,5000.0,Professional Services,6700,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-01269,2024-08-04,Hubspot,500.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,Finance,0.8999999999999999
TXN-01270,2024-07-07,Starbucks,10.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.8799999999999999
TXN-01271,2024-09-26,Staples,300.0,Office Supplies,6100,Operating Expense - Office,Yes,Engineering,0.8999999999999999
TXN-01272,2024-02-11,Fedex,300.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Operations,0.8799999999999999
TXN-01273,2024-03-26,Comcast,200.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Operations,0.8999999999999999
TXN-01274,2025-03-23,Fedex Inc,100.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,HR,0.8999999999999999
TXN-01275,2024-12-08,Quickbooks,120.0,Accounting Software,6720,Operating Expense - Services,Yes,HR,0.8799999999999999
TXN-01276,2024-02-04,Herman Miller,800.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),HR,0.8999999999999999
TXN-01277,2024-08-13,Stripe,500.0,Software - Payments,6350,Operating Expense - Technology,Yes,Finance,0.8999999999999999
TXN-01278,2024-11-27,Chipotle,25.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.8999999999999999
TXN-01279,2024-04-25,Uber,65.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Finance,0.95
TXN-01280,2024-02-09,Marriott Hotels,250.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Engineering,0.8799999999999999
TXN-01281,2024-10-25,Aws,2341.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Finance,0.8999999999999999
TXN-01282,2024-05-05,American Airlines,300.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Engineering,0.8999999999999999
TXN-01283,2024-08-02,Southwest Airlines Inc,650.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Sales,0.95
TXN-01284,2024-10-28,Stripe,1250.0,Software - Payments,6350,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-01285,2024-04-12,Quickbooks,300.0,Accounting Software,6720,Operating Expense - Services,Yes,Finance,0.8999999999999999
TXN-01286,2024-09-23,Salesforce,1200.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.8999999999999999
TXN-01287,2024-04-21,Apple,799.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8999999999999999
TXN-01288,2024-08-05,Dhl,60.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Sales,0.8999999999999999
TXN-01289,2024-05-21,At&T,150.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Finance,0.8799999999999999
TXN-01290,2024-09-15,Lenovo,400.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Finance,0.8999999999999999
TXN-01291,2024-02-09,Comcast,120.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Sales,0.8999999999999999
TXN-01292,2025-03-31,Delta Airlines,900.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-01293,2024-08-16,Datadog,400.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Finance,0.8999999999999999
TXN-01294,2024-11-10,Amazon Business,500.0,Office Supplies,6100,Operating Expense - Office,Yes,Marketing,0.8999999999999999
TXN-01295,2024-05-09,Airbnb Inc,600.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-01296,2025-01-21,Dhl,150.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Operations,0.93
TXN-01297,2024-01-27,Datadog,3000.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,HR,0.8999999999999999
TXN-01298,2025-01-24,Quickbooks,600.0,Accounting Software,6720,Operating Expense - Services,Yes,Operations,0.8999999999999999
TXN-01299,2024-02-25,Uber,65.0,Travel - Ground,6410,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-01300,2024-03-09,Staples,150.0,Office Supplies,6100,Operating Expense - Office,Yes,Engineering,0.8999999999999999
TXN-01301,2024-09-28,Fedex,45.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Operations,0.8999999999999999
TXN-01302,2024-12-27,Hilton Hotels,120.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-01303,2024-04-13,Hubspot,1200.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,Engineering,0.8799999999999999
TXN-01304,2024-04-15,Time Warner,100.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Sales,0.95
TXN-01305,2024-04-29,Ikea,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Operations,0.8999999999999999
TXN-01306,2024-11-22,Apple,199.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Marketing,0.8999999999999999
TXN-01307,2024-02-01,Github,21.0,Software - Development,6360,Operating Expense - Technology,Yes,Marketing,0.95
TXN-01308,2024-01-04,Datadog,800.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Sales,0.8999999999999999
TXN-01309,2024-02-26,Dell,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.8999999999999999
TXN-01310,2024-11-18,Staples,500.0,Office Supplies,6100,Operating Expense - Office,Yes,HR,0.8999999999999999
TXN-01311,2024-12-22,Office Depot,75.0,Office Supplies,6100,Operating Expense - Office,Yes,Operations,0.8999999999999999
TXN-01312,2024-02-21,Aws,500.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Finance,0.8999999999999999
TXN-01313,2024-09-12,United Airlines,450.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Engineering,0.95
TXN-01314,2024-08-29,Pwc,4000.0,Professional Services,6700,Operating Expense - Services,Yes,Engineering,0.8999999999999999
TXN-01315,2024-09-03,Dell,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.8999999999999999
TXN-01316,2025-03-14,Mckinsey,60000.0,Professional Services,6700,Operating Expense - Services,Yes,Sales,0.8999999999999999
TXN-01317,2024-09-06,Dell,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.95
TXN-01318,2024-04-07,Ikea,100.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.8999999999999999
TXN-01319,2024-07-01,Time Warner,60.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Finance,0.95
TXN-01320,2024-02-17,Google Ads,2500.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Engineering,0.8999999999999999
TXN-01321,2024-12-11,Ubereats,45.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.8999999999999999
TXN-01322,2024-11-05,American Airlines,550.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-01323,2024-02-16,Grubhub,25.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-01324,2025-03-03,Southwest Airlines,1000.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-01325,2024-03-04,Comcast,120.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Operations,0.95
TXN-01326,2024-10-03,Chipotle,20.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.8999999999999999
TXN-01327,2024-05-05,Chipotle,25.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.93
TXN-01328,2024-10-24,Hubspot,500.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,HR,0.8999999999999999
TXN-01329,2024-08-15,Fedex,100.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,HR,0.95
TXN-01330,2024-02-10,Southwest Airlines,650.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Operations,0.93
TXN-01331,2025-02-23,Zoom,100.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.8999999999999999
TXN-01332,2025-03-04,Airbnb,600.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-01333,2025-03-27,Dell,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8999999999999999
TXN-01334,2024-11-11,Office Depot,200.0,Office Supplies,6100,Operating Expense - Office,Yes,Finance,0.95
TXN-01335,2024-05-16,Staples,50.0,Office Supplies,6100,Operating Expense - Office,Yes,Finance,0.8999999999999999
TXN-01336,2024-12-27,Github,231.0,Software - Development,6360,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-01337,2025-03-27,Chipotle,20.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-01338,2024-06-17,Southwest Airlines,150.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Finance,0.95
TXN-01339,2025-02-06,Xero,200.0,Accounting Software,6720,Operating Expense - Services,Yes,Engineering,0.8999999999999999
TXN-01340,2024-11-28,Ups,120.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,HR,0.8999999999999999
TXN-01341,2024-12-14,Deloitte,10000.0,Professional Services,6700,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-01342,2025-03-12,Herman Miller,800.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Engineering,0.95
TXN-01343,2024-01-26,Steelcase,600.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),HR,0.95
TXN-01344,2024-12-22,Apple,1999.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.8999999999999999
TXN-01345,2024-11-14,Restaurants.Com,40.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.8999999999999999
TXN-01346,2024-10-29,Steelcase,1000.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.95
TXN-01347,2024-02-07,Office Depot,200.0,Office Supplies,6100,Operating Expense - Office,Yes,Engineering,0.8999999999999999
TXN-01348,2024-10-28,Quickbooks,300.0,Accounting Software,6720,Operating Expense - Services,Yes,Sales,0.8999999999999999
TXN-01349,2024-07-03,Salesforce,300.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Operations,0.95
TXN-01350,2024-04-09,Amazon,2499.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.8999999999999999
TXN-01351,2024-01-01,Aws,500.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Finance,0.95
TXN-01352,2024-04-21,Linkedin Ads,5000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Sales,0.95
TXN-01353,2025-01-31,Southwest Airlines,150.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-01354,2024-03-15,Dhl,400.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,HR,0.8999999999999999
TXN-01355,2025-03-31,Amazon Business,250.0,Office Supplies,6100,Operating Expense - Office,Yes,Operations,0.8999999999999999
TXN-01356,2024-07-29,Google Cloud,950.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-01357,2024-07-05,Grubhub,25.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Sales,0.95
TXN-01358,2024-04-11,Apple,199.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.8999999999999999
TXN-01359,2024-02-25,Mckinsey,60000.0,Professional Services,6700,Operating Expense - Services,Yes,Engineering,0.8799999999999999
TXN-01360,2024-10-28,Ubereats,185.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.95
TXN-01361,2025-02-10,Uber,15.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-01362,2024-07-10,Steelcase,1000.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.95
TXN-01363,2024-06-16,Zoom,100.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.8999999999999999
TXN-01364,2024-05-20,Time Warner,60.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Sales,0.93
TXN-01365,2024-08-15,Comcast,70.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Finance,0.8999999999999999
TXN-01366,2024-06-15,Fedex,20.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,HR,0.8999999999999999
TXN-01367,2024-07-03,Steelcase,1800.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.8999999999999999
TXN-01368,2024-02-08,Ups,120.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Engineering,0.8999999999999999
TXN-01369,2024-01-20,Quickbooks,120.0,Accounting Software,6720,Operating Expense - Services,Yes,Operations,0.8999999999999999
TXN-01370,2024-03-12,Deloitte,5000.0,Professional Services,6700,Operating Expense - Services,Yes,Finance,0.8999999999999999
TXN-01371,2024-02-15,United Airlines,1200.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-01372,2024-08-11,Herman Miller,3000.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Finance,0.8999999999999999
TXN-01373,2024-07-19,Aws,500.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-01374,2024-11-12,Fedex,20.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Sales,0.8999999999999999
TXN-01375,2024-01-18,Grubhub,50.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Finance,0.95
TXN-01376,2024-02-23,Starbucks,10.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Finance,0.93
TXN-01377,2024-01-30,Zoom,100.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Operations,0.95
TXN-01378,2024-11-29,Github,231.0,Software - Development,6360,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-01379,2024-09-19,Ubereats,20.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Finance,0.95
TXN-01380,2024-11-25,Facebook Ads,2000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,HR,0.95
TXN-01381,2025-02-07,Quickbooks,600.0,Accounting Software,6720,Operating Expense - Services,Yes,Sales,0.8999999999999999
TXN-01382,2025-01-22,Quickbooks,600.0,Accounting Software,6720,Operating Expense - Services,Yes,Marketing,0.8999999999999999
TXN-01383,2024-09-21,Github,21.0,Software - Development,6360,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-01384,2024-03-20,Restaurants.Com,40.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-01385,2024-10-30,Fedex,20.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Engineering,0.95
TXN-01386,2024-02-04,Starbucks,15.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Finance,0.95
TXN-01387,2025-01-25,American Airlines,550.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Marketing,0.95
TXN-01388,2024-12-28,Google Cloud,950.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Engineering,0.8999999999999999
TXN-01389,2024-11-12,Dhl,400.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Marketing,0.8999999999999999
TXN-01390,2024-08-26,Github,500.0,Software - Development,6360,Operating Expense - Technology,Yes,Marketing,0.95
TXN-01391,2024-12-03,Uber,15.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Engineering,0.8799999999999999
TXN-01392,2025-03-14,Restaurants.Com,150.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-01393,2024-07-21,Best Buy,100.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.8999999999999999
TXN-01394,2024-06-25,Zoom,100.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Engineering,0.8999999999999999
TXN-01395,2024-05-21,Facebook Ads,800.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Operations,0.8999999999999999
TXN-01396,2025-01-24,Doordash,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Sales,0.93
TXN-01397,2024-09-07,Ups,350.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Sales,0.95
TXN-01398,2024-05-09,Lyft,22.0,Travel - Ground,6410,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-01399,2025-01-24,Lyft,12.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Operations,0.95
TXN-01400,2025-03-03,Restaurants.Com,40.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.95
TXN-01401,2024-05-20,At&T,80.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Engineering,0.8999999999999999
TXN-01402,2025-03-21,Ups,120.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Finance,0.95
TXN-01403,2024-04-05,Fedex,45.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Engineering,0.8999999999999999
TXN-01404,2024-07-22,Zoom,599.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,HR,0.8799999999999999
TXN-01405,2024-06-08,At&T,150.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Operations,0.8999999999999999
TXN-01406,2025-03-10,Aws,10000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Operations,0.95
TXN-01407,2024-07-26,Hilton Hotels,220.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Engineering,0.8999999999999999
TXN-01408,2025-02-10,Twilio,200.0,Software - Communications,6340,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-01409,2024-12-21,Verizon,100.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,HR,0.95
TXN-01410,2024-05-22,Slack,199.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.8999999999999999
TXN-01411,2024-11-10,Ikea,600.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),HR,0.8999999999999999
TXN-01412,2025-01-27,Amazon,99.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.95
TXN-01413,2024-04-25,Xero Inc,200.0,Accounting Software,6720,Operating Expense - Services,Yes,Operations,0.8999999999999999
TXN-01414,2024-10-26,Datadog,3000.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Sales,0.95
TXN-01415,2024-02-03,Time Warner,180.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Marketing,0.8999999999999999
TXN-01416,2024-03-29,Google Cloud,400.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Finance,0.8999999999999999
TXN-01417,2024-06-28,Hilton Hotels,120.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Engineering,0.8999999999999999
TXN-01418,2025-03-26,Salesforce,2500.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.95
TXN-01419,2024-09-19,Apple,799.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.8999999999999999
TXN-01420,2024-08-07,Verizon Inc,100.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Finance,0.8999999999999999
TXN-01421,2024-12-13,Chipotle Inc,10.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.95
TXN-01422,2024-03-06,Google Cloud,1850.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-01423,2025-02-09,Linkedin Ads,1000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Finance,0.95
TXN-01424,2025-01-04,Quickbooks,120.0,Accounting Software,6720,Operating Expense - Services,Yes,Finance,0.8999999999999999
TXN-01425,2024-10-23,Steelcase,2500.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Operations,0.8999999999999999
TXN-01426,2025-02-04,Herman Miller,3000.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.8999999999999999
TXN-01427,2024-12-24,Restaurants.Com,150.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.95
TXN-01428,2025-01-16,Dell,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.8999999999999999
TXN-01429,2024-09-07,Uber,45.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Sales,0.95
TXN-01430,2024-01-31,Dhl,150.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Marketing,0.8999999999999999
TXN-01431,2025-01-21,Ikea,300.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Marketing,0.95
TXN-01432,2024-06-18,Verizon,350.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Engineering,0.95
TXN-01433,2024-06-28,Herman Miller,800.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Engineering,0.8999999999999999
TXN-01434,2024-08-12,Amazon,599.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.8999999999999999
TXN-01435,2024-06-02,Apple,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.8999999999999999
TXN-01436,2024-06-19,At&T,300.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Engineering,0.8799999999999999
TXN-01437,2025-03-01,Lyft Inc,22.0,Travel - Ground,6410,Operating Expense - Travel,Yes,HR,0.95
TXN-01438,2024-08-24,Best Buy,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.95
TXN-01439,2024-12-20,Accenture,35000.0,Professional Services,6700,Operating Expense - Services,Yes,Sales,0.93
TXN-01440,2024-02-14,Lawdepot,200.0,Legal Services,6710,Operating Expense - Services,Yes,Engineering,0.8999999999999999
TXN-01441,2025-03-28,Delta Airlines,500.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Finance,0.93
TXN-01442,2024-05-16,Amazon,2499.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8999999999999999
TXN-01443,2024-06-04,Pwc,40000.0,Professional Services,6700,Operating Expense - Services,Yes,Sales,0.8999999999999999
TXN-01444,2024-08-29,Ubereats,20.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.95
TXN-01445,2024-04-24,Stripe,500.0,Software - Payments,6350,Operating Expense - Technology,Yes,Engineering,0.8999999999999999
TXN-01446,2024-09-10,Datadog,400.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,HR,0.8799999999999999
TXN-01447,2024-09-11,Amazon Business,100.0,Office Supplies,6100,Operating Expense - Office,Yes,Operations,0.8999999999999999
TXN-01448,2024-03-20,Office Depot,75.0,Office Supplies,6100,Operating Expense - Office,Yes,Marketing,0.8999999999999999
TXN-01449,2024-09-09,Amazon,99.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.95
TXN-01450,2024-04-25,American Airlines,950.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Finance,0.95
TXN-01451,2024-07-12,Microsoft Azure,800.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-01452,2024-07-07,Linkedin Ads,2500.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Operations,0.95
TXN-01453,2024-04-02,Salesforce,600.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Marketing,0.95
TXN-01454,2024-08-04,Stripe,2500.0,Software - Payments,6350,Operating Expense - Technology,Yes,Operations,0.95
TXN-01455,2024-07-03,Lyft,12.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Engineering,0.95
TXN-01456,2024-04-10,Mckinsey,60000.0,Professional Services,6700,Operating Expense - Services,Yes,Engineering,0.8999999999999999
TXN-01457,2024-07-13,American Airlines,1500.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-01458,2024-09-24,Google Cloud,950.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Sales,0.8999999999999999
TXN-01459,2024-08-31,Salesforce,2500.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Marketing,0.8999999999999999
TXN-01460,2025-01-15,Southwest Airlines,1000.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-01461,2024-02-05,Steelcase,1000.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),HR,0.8999999999999999
TXN-01462,2024-06-30,Lawdepot,1000.0,Legal Services,6710,Operating Expense - Services,Yes,Engineering,0.93
TXN-01463,2024-12-07,Salesforce,2500.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Engineering,0.8999999999999999
TXN-01464,2024-02-20,Zoom,100.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Sales,0.8999999999999999
TXN-01465,2024-07-18,Staples,50.0,Office Supplies,6100,Operating Expense - Office,Yes,Marketing,0.8999999999999999
TXN-01466,2024-09-04,Ubereats,20.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Finance,0.8999999999999999
TXN-01467,2024-07-20,Slack,299.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Sales,0.8799999999999999
TXN-01468,2024-08-23,Fedex,20.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Engineering,0.8999999999999999
TXN-01469,2024-08-25,Marriott Hotels,250.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Finance,0.95
TXN-01470,2024-04-24,Uber,15.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Operations,0.8799999999999999
TXN-01471,2024-11-15,Amazon,99.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Finance,0.8999999999999999
TXN-01472,2024-04-17,Stripe,2500.0,Software - Payments,6350,Operating Expense - Technology,Yes,HR,0.93
TXN-01473,2025-02-16,Github,21.0,Software - Development,6360,Operating Expense - Technology,Yes,HR,0.95
TXN-01474,2024-11-25,Accenture,7000.0,Professional Services,6700,Operating Expense - Services,Yes,Sales,0.95
TXN-01475,2024-10-15,Dhl,400.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Finance,0.8999999999999999
TXN-01476,2024-09-20,United Airlines,850.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Operations,0.95
TXN-01477,2025-01-23,Southwest Airlines,350.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-01478,2025-03-11,Aws,2341.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Sales,0.8999999999999999
TXN-01479,2025-01-27,Office Depot,200.0,Office Supplies,6100,Operating Expense - Office,Yes,Operations,0.95
TXN-01480,2025-03-02,Uber,15.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-01481,2024-11-09,Aws,500.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Sales,0.8999999999999999
