transaction_id,date,merchant_original,merchant_cleaned,category,amount,status,department,extraction_confidence,data_quality
TXN-00800,2024-07-14,Google Ads,Google Ads,Marketing - Digital,5000.0,completed,Operations,0.8999999999999999,Fair
TXN-00801,2024-07-21,Accenture,Accenture,Professional Services,15000.0,paid,Operations,0.8799999999999999,Fair
TXN-00802,2024-12-21,Facebook Ads,Facebook Ads,Marketing - Digital,300.0,paid,HR,0.8999999999999999,Fair
TXN-00803,2024-02-01,herman miller,Herman Miller,Furniture - Fixed Asset,800.0,pending,Sales,0.95,Good
TXN-00804,2024-10-24,Lyft,Lyft,Travel - Ground,22.0,pending,HR,0.8999999999999999,Fair
TXN-00805,2024-11-15,McKinsey,Mckinsey,Professional Services,6000.0,completed,Operations,0.8999999999999999,Fair
TXN-00806,2024-06-14,PwC Inc,Pwc Inc,Professional Services,8000.0,paid,Finance,0.8999999999999999,Fair
TXN-00807,2024-02-02,Office Depot,Office Depot,Office Supplies,75.0,paid,Sales,0.95,Good
TXN-00808,2024-02-04,AWS,Aws,Software - Cloud,10000.0,paid,HR,0.95,Good
TXN-00809,2024-04-18,HubSpot,Hubspot,Marketing - Software,50.0,delivered,Marketing,0.95,Good
TXN-00810,2024-07-05,DHL,Dhl,Shipping & Logistics,60.0,pending,HR,0.8999999999999999,Fair
TXN-00811,2024-07-29,Slack,Slack,Software - SaaS,99.0,pending,Engineering,0.8999999999999999,Fair
TXN-00812,2024-08-05,AWS,Aws,Software - Cloud,500.0,completed,Sales,0.8799999999999999,Fair
TXN-00813,2025-01-26,McKinsey,Mckinsey,Professional Services,15000.0,invoiced,Sales,0.8999999999999999,Fair
TXN-00814,2025-03-22,Starbucks,Starbucks,Meals & Entertainment,15.0,invoiced,Sales,0.8999999999999999,Fair
TXN-00815,2024-11-16,Xero Inc,Xero Inc,Accounting Software,400.0,pending,HR,0.8999999999999999,Fair
TXN-00816,2024-07-20,Lyft,Lyft,Travel - Ground,12.0,completed,Sales,0.8999999999999999,Fair
TXN-00817,2024-05-23,Facebook Ads,Facebook Ads,Marketing - Digital,2000.0,invoiced,Sales,0.8999999999999999,Fair
TXN-00818,2024-11-11,FedEx,Fedex,Shipping & Logistics,500.0,paid,Marketing,0.95,Good
TXN-00819,2025-02-23,Hilton Hotels,Hilton Hotels,Travel - Lodging,700.0,completed,Engineering,0.8999999999999999,Fair
TXN-00820,2025-01-12,Stripe,Stripe,Software - Payments,2500.0,completed,Finance,0.95,Good
TXN-00821,2025-03-08,Slack,Slack,Software - SaaS,99.0,completed,Marketing,0.8999999999999999,Fair
TXN-00822,2025-02-20,LawDepot,Lawdepot,Legal Services,2500.0,delivered,Finance,0.8999999999999999,Fair
TXN-00823,2024-07-27,Amazon,Amazon,Hardware - Equipment,299.0,paid,HR,0.8999999999999999,Fair
TXN-00824,2024-10-17,Comcast,Comcast,Utilities - Internet,120.0,completed,HR,0.95,Good
TXN-00825,2025-02-10,United Airlines,United Airlines,Travel - Airfare,250.0,completed,Sales,0.8999999999999999,Fair
TXN-00826,2025-02-23,Airbnb,Airbnb,Travel - Lodging,300.0,pending,Engineering,0.8999999999999999,Fair
TXN-00827,2024-08-27,Best Buy,Best Buy,Hardware - Equipment,100.0,delivered,Sales,0.95,Good
TXN-00828,2024-02-10,QuickBooks,Quickbooks,Accounting Software,600.0,paid,Operations,0.8999999999999999,Fair
TXN-00829,2024-08-21,Airbnb,Airbnb,Travel - Lodging,600.0,invoiced,Finance,0.8999999999999999,Fair
TXN-00830,2024-01-08,Salesforce,Salesforce,Software - SaaS,1200.0,invoiced,Sales,0.95,Good
TXN-00831,2025-02-03,Southwest Airlines,Southwest Airlines,Travel - Airfare,150.0,invoiced,Operations,0.95,Good
TXN-00832,2024-01-23,IKEA,Ikea,Furniture - Fixed Asset,300.0,paid,Engineering,0.95,Good
TXN-00833,2024-08-25,HubSpot,Hubspot,Marketing - Software,200.0,invoiced,Engineering,0.9299999999999999,Good
TXN-00834,2024-10-13,Slack,Slack,Software - SaaS,99.0,paid,Engineering,0.95,Good
TXN-00835,2024-04-16,Time Warner,Time Warner,Utilities - Internet,100.0,pending,Marketing,0.95,Good
TXN-00836,2024-09-27,UberEats Inc,Ubereats Inc,Meals & Entertainment,185.0,delivered,Operations,0.8999999999999999,Fair
TXN-00837,2024-09-02,MARRIOTT HOTELS,Marriott Hotels,Travel - Lodging,450.0,delivered,Operations,0.8999999999999999,Fair
TXN-00838,2024-03-11,IKEA,Ikea,Furniture - Fixed Asset,600.0,paid,Finance,0.95,Good
TXN-00839,2024-10-29,xero,Xero,Accounting Software,200.0,delivered,Engineering,0.8999999999999999,Fair
TXN-00840,2024-06-13,DoorDash,Doordash,Meals & Entertainment,50.0,completed,Finance,0.8999999999999999,Fair
TXN-00841,2024-08-10,Lyft,Lyft,Travel - Ground,12.0,invoiced,HR,0.8999999999999999,Fair
TXN-00842,2024-09-08,Verizon,Verizon,Utilities - Telecom,200.0,pending,HR,0.95,Good
TXN-00843,2024-03-11,Zoom,Zoom,Software - SaaS,599.0,invoiced,Sales,0.8999999999999999,Fair
TXN-00844,2024-02-03,Marriott Hotels,Marriott Hotels,Travel - Lodging,450.0,delivered,Sales,0.8999999999999999,Fair
TXN-00845,2025-03-03,Herman Miller,Herman Miller,Furniture - Fixed Asset,1200.0,delivered,Marketing,0.8999999999999999,Fair
TXN-00846,2024-05-11,UberEats,Ubereats,Meals & Entertainment,100.0,paid,Finance,0.8799999999999999,Fair
TXN-00847,2024-08-24,Comcast,Comcast,Utilities - Internet,200.0,invoiced,Sales,0.95,Good
TXN-00848,2024-02-24,UPS,Ups,Shipping & Logistics,350.0,delivered,HR,0.8999999999999999,Fair
TXN-00849,2025-03-06,Facebook Ads Inc,Facebook Ads Inc,Marketing - Digital,800.0,completed,Operations,0.95,Good
TXN-00850,2024-10-27,Zoom,Zoom,Software - SaaS,200.0,invoiced,Operations,0.8999999999999999,Fair
TXN-00851,2024-09-30,Google Cloud,Google Cloud,Software - Cloud,400.0,delivered,Operations,0.8999999999999999,Fair
TXN-00852,2024-03-18,Airbnb,Airbnb,Travel - Lodging,80.0,completed,Marketing,0.8999999999999999,Fair
TXN-00853,2024-04-07,Lyft,Lyft,Travel - Ground,40.0,completed,Finance,0.8799999999999999,Fair
TXN-00854,2024-09-10,Amazon Business,Amazon Business,Office Supplies,250.0,delivered,HR,0.95,Good
TXN-00855,2024-07-13,Verizon,Verizon,Utilities - Telecom,200.0,pending,Operations,0.8999999999999999,Fair
TXN-00856,2024-04-05,Best Buy,Best Buy,Hardware - Equipment,1200.0,paid,Engineering,0.95,Good
TXN-00857,2024-12-20,Zoom,Zoom,Software - SaaS,100.0,paid,Finance,0.8799999999999999,Fair
TXN-00858,2024-09-19,Delta Airlines,Delta Airlines,Travel - Airfare,1400.0,delivered,HR,0.8999999999999999,Fair
TXN-00859,2024-01-16,IKEA,Ikea,Furniture - Fixed Asset,300.0,pending,Operations,0.8799999999999999,Fair
TXN-00860,2024-01-16,Twilio,Twilio,Software - Communications,50.0,invoiced,Finance,0.8999999999999999,Fair
TXN-00861,2024-11-01,Uber,Uber,Travel - Ground,45.0,paid,Sales,0.8799999999999999,Fair
TXN-00862,2024-06-08,Accenture,Accenture,Professional Services,7000.0,completed,Finance,0.8999999999999999,Fair
TXN-00863,2024-04-11,Microsoft Azure,Microsoft Azure,Software - Cloud,1500.0,invoiced,Operations,0.8999999999999999,Fair
TXN-00864,2024-10-21,Time Warner,Time Warner,Utilities - Internet,60.0,invoiced,Engineering,0.8999999999999999,Fair
TXN-00865,2024-03-27,AT&T,At&T,Utilities - Telecom,300.0,pending,Finance,0.8999999999999999,Fair
TXN-00866,2025-01-07,GitHub,Github,Software - Development,500.0,completed,HR,0.8999999999999999,Fair
TXN-00867,2025-01-01,LawDepot,Lawdepot,Legal Services,2500.0,paid,Sales,0.9299999999999999,Good
TXN-00868,2024-01-31,Time Warner,Time Warner,Utilities - Internet,180.0,delivered,HR,0.8999999999999999,Fair
TXN-00869,2025-01-28,Best Buy,Best Buy,Hardware - Equipment,500.0,delivered,Engineering,0.8999999999999999,Fair
TXN-00870,2024-12-04,AT&T,At&T,Utilities - Telecom,150.0,invoiced,HR,0.8999999999999999,Fair
TXN-00871,2024-10-30,Verizon,Verizon,Utilities - Telecom,200.0,delivered,Operations,0.8999999999999999,Fair
TXN-00872,2024-10-31,Comcast,Comcast,Utilities - Internet,120.0,completed,Finance,0.8999999999999999,Fair
TXN-00873,2024-10-14,Southwest Airlines,Southwest Airlines,Travel - Airfare,1000.0,delivered,Finance,0.95,Good
TXN-00874,2024-09-06,Airbnb,Airbnb,Travel - Lodging,300.0,invoiced,HR,0.8999999999999999,Fair
TXN-00875,2024-09-14,QuickBooks,Quickbooks,Accounting Software,120.0,paid,Marketing,0.8999999999999999,Fair
TXN-00876,2024-03-17,Microsoft Azure,Microsoft Azure,Software - Cloud,800.0,completed,Marketing,0.95,Good
TXN-00877,2024-12-26,Salesforce,Salesforce,Software - SaaS,1200.0,pending,Marketing,0.95,Good
TXN-00878,2025-03-18,Google Cloud,Google Cloud,Software - Cloud,400.0,completed,Engineering,0.95,Good
TXN-00879,2024-04-10,American Airlines,American Airlines,Travel - Airfare,1500.0,paid,Finance,0.8799999999999999,Fair
TXN-00880,2024-11-02,Google Cloud,Google Cloud,Software - Cloud,4000.0,invoiced,Finance,0.8999999999999999,Fair
TXN-00881,2024-09-24,McKinsey,Mckinsey,Professional Services,30000.0,completed,Sales,0.8999999999999999,Fair
TXN-00882,2025-01-22,McKinsey,Mckinsey,Professional Services,60000.0,paid,Marketing,0.8999999999999999,Fair
TXN-00883,2024-12-10,Twilio,Twilio,Software - Communications,500.0,paid,Finance,0.95,Good
TXN-00884,2024-08-25,American Airlines,American Airlines,Travel - Airfare,950.0,pending,Operations,0.8799999999999999,Fair
TXN-00885,2025-01-02,Starbucks,Starbucks,Meals & Entertainment,7.0,completed,Finance,0.8999999999999999,Fair
TXN-00886,2024-05-15,HubSpot,Hubspot,Marketing - Software,50.0,paid,HR,0.8999999999999999,Fair
TXN-00887,2025-03-10,Xero,Xero,Accounting Software,200.0,invoiced,Finance,0.95,Good
TXN-00888,2024-07-02,Verizon,Verizon,Utilities - Telecom,200.0,delivered,Marketing,0.8999999999999999,Fair
TXN-00889,2024-02-15,IKEA,Ikea,Furniture - Fixed Asset,100.0,completed,Engineering,0.8999999999999999,Fair
TXN-00890,2025-03-13,Slack,Slack,Software - SaaS,299.0,pending,Finance,0.8999999999999999,Fair
TXN-00891,2024-08-29,Accenture,Accenture,Professional Services,3000.0,invoiced,Finance,0.8999999999999999,Fair
TXN-00892,2025-02-11,DoorDash,Doordash,Meals & Entertainment,50.0,invoiced,HR,0.8999999999999999,Fair
TXN-00893,2024-09-12,Lenovo,Lenovo,Hardware - Equipment,1000.0,completed,Engineering,0.8999999999999999,Fair
TXN-00894,2024-01-05,Time Warner Inc,Time Warner Inc,Utilities - Internet,100.0,pending,HR,0.8999999999999999,Fair
TXN-00895,2024-08-24,Verizon,Verizon,Utilities - Telecom,200.0,paid,Marketing,0.95,Good
TXN-00896,2024-09-03,QuickBooks Inc,Quickbooks Inc,Accounting Software,600.0,invoiced,Finance,0.8799999999999999,Fair
TXN-00897,2024-11-14,google cloud,Google Cloud,Software - Cloud,4000.0,delivered,Finance,0.8999999999999999,Fair
TXN-00898,2025-03-18,Google Ads,Google Ads,Marketing - Digital,500.0,paid,Engineering,0.95,Good
TXN-00899,2024-10-16,Uber,Uber,Travel - Ground,65.0,pending,Marketing,0.95,Good
TXN-00900,2024-05-25,Herman Miller,Herman Miller,Furniture - Fixed Asset,1500.0,pending,HR,0.8999999999999999,Fair
TXN-00901,2025-02-08,herman miller,Herman Miller,Furniture - Fixed Asset,1200.0,delivered,Marketing,0.8999999999999999,Fair
TXN-00902,2024-07-01,Deloitte,Deloitte,Professional Services,50000.0,invoiced,HR,0.8999999999999999,Fair
TXN-00903,2024-07-23,Xero,Xero,Accounting Software,200.0,completed,Engineering,0.8999999999999999,Fair
TXN-00904,2025-02-27,Twilio,Twilio,Software - Communications,500.0,delivered,Engineering,0.8999999999999999,Fair
TXN-00905,2024-09-03,Slack,Slack,Software - SaaS,125.0,invoiced,Sales,0.8999999999999999,Fair
TXN-00906,2024-09-15,Hilton Hotels,Hilton Hotels,Travel - Lodging,700.0,completed,HR,0.95,Good
TXN-00907,2024-05-22,Staples,Staples,Office Supplies,500.0,delivered,Finance,0.95,Good
TXN-00908,2024-07-25,Chipotle,Chipotle,Meals & Entertainment,10.0,invoiced,Operations,0.95,Good
TXN-00909,2024-09-20,Lenovo,Lenovo,Hardware - Equipment,2000.0,completed,Operations,0.8999999999999999,Fair
TXN-00910,2024-07-06,Lenovo,Lenovo,Hardware - Equipment,1000.0,invoiced,HR,0.95,Good
TXN-00911,2024-01-05,AWS,Aws,Software - Cloud,1000.0,delivered,Operations,0.8999999999999999,Fair
TXN-00912,2024-01-16,Best Buy,Best Buy,Hardware - Equipment,500.0,completed,Operations,0.95,Good
TXN-00913,2024-04-26,Stripe,Stripe,Software - Payments,2500.0,completed,Finance,0.8999999999999999,Fair
TXN-00914,2024-04-08,Staples,Staples,Office Supplies,50.0,delivered,Engineering,0.95,Good
TXN-00915,2024-11-19,Facebook Ads,Facebook Ads,Marketing - Digital,800.0,pending,Finance,0.8999999999999999,Fair
TXN-00916,2024-04-11,Microsoft Azure,Microsoft Azure,Software - Cloud,1500.0,pending,Operations,0.95,Good
TXN-00917,2024-02-17,Deloitte,Deloitte,Professional Services,10000.0,pending,Sales,0.95,Good
TXN-00918,2024-03-24,GitHub,Github,Software - Development,21.0,pending,Marketing,0.8999999999999999,Fair
TXN-00919,2024-11-11,Grubhub,Grubhub,Meals & Entertainment,25.0,invoiced,Finance,0.8999999999999999,Fair
TXN-00920,2025-02-10,UberEats,Ubereats,Meals & Entertainment,100.0,paid,Sales,0.8999999999999999,Fair
TXN-00921,2024-03-06,Herman Miller,Herman Miller,Furniture - Fixed Asset,1200.0,completed,Finance,0.8999999999999999,Fair
TXN-00922,2025-03-15,Grubhub,Grubhub,Meals & Entertainment,50.0,pending,Operations,0.8999999999999999,Fair
TXN-00923,2024-08-13,american airlines,American Airlines,Travel - Airfare,550.0,completed,Sales,0.8999999999999999,Fair
TXN-00924,2025-02-08,McKinsey,Mckinsey,Professional Services,6000.0,completed,HR,0.8999999999999999,Fair
TXN-00925,2024-03-23,Time Warner,Time Warner,Utilities - Internet,100.0,delivered,Operations,0.8999999999999999,Fair
TXN-00926,2024-05-27,Accenture,Accenture,Professional Services,15000.0,paid,Sales,0.8999999999999999,Fair
TXN-00927,2024-07-14,GOOGLE ADS,Google Ads,Marketing - Digital,500.0,pending,Finance,0.95,Good
TXN-00928,2024-12-31,UPS,Ups,Shipping & Logistics,120.0,paid,Finance,0.8999999999999999,Fair
TXN-00929,2025-03-08,United Airlines,United Airlines,Travel - Airfare,2500.0,pending,Sales,0.8799999999999999,Fair
TXN-00930,2025-01-08,Office Depot,Office Depot,Office Supplies,200.0,delivered,Engineering,0.8999999999999999,Fair
TXN-00931,2024-11-11,HubSpot,Hubspot,Marketing - Software,500.0,invoiced,Finance,0.8999999999999999,Fair
TXN-00932,2024-05-23,Office Depot,Office Depot,Office Supplies,350.0,delivered,Sales,0.95,Good
TXN-00933,2024-05-07,DHL,Dhl,Shipping & Logistics,150.0,delivered,Finance,0.8999999999999999,Fair
TXN-00934,2024-06-24,Accenture,Accenture,Professional Services,35000.0,paid,Marketing,0.8999999999999999,Fair
TXN-00935,2024-08-27,Grubhub,Grubhub,Meals & Entertainment,50.0,paid,HR,0.95,Good
TXN-00936,2025-02-19,Twilio,Twilio,Software - Communications,1000.0,delivered,Sales,0.8999999999999999,Fair
TXN-00937,2025-02-15,Facebook Ads,Facebook Ads,Marketing - Digital,300.0,paid,Finance,0.95,Good
TXN-00938,2024-05-24,IKEA,Ikea,Furniture - Fixed Asset,600.0,completed,Engineering,0.8999999999999999,Fair
TXN-00939,2024-10-04,Verizon,Verizon,Utilities - Telecom,350.0,completed,HR,0.8999999999999999,Fair
TXN-00940,2024-05-19,UberEats,Ubereats,Meals & Entertainment,20.0,invoiced,Operations,0.95,Good
TXN-00941,2024-07-15,Office Depot,Office Depot,Office Supplies,75.0,pending,HR,0.8999999999999999,Fair
TXN-00942,2024-10-04,Twilio,Twilio,Software - Communications,1000.0,pending,HR,0.8799999999999999,Fair
TXN-00943,2024-01-09,AT&T,At&T,Utilities - Telecom,300.0,paid,Engineering,0.8999999999999999,Fair
TXN-00944,2024-07-27,Delta Airlines,Delta Airlines,Travel - Airfare,900.0,paid,Finance,0.9299999999999999,Good
TXN-00945,2024-05-30,IKEA,Ikea,Furniture - Fixed Asset,300.0,completed,Sales,0.95,Good
TXN-00946,2024-10-23,PwC,Pwc,Professional Services,40000.0,delivered,Finance,0.8999999999999999,Fair
TXN-00947,2024-08-16,Xero,Xero,Accounting Software,200.0,completed,Operations,0.8799999999999999,Fair
TXN-00948,2024-11-10,LINKEDIN ADS,Linkedin Ads,Marketing - Digital,400.0,delivered,Marketing,0.95,Good
TXN-00949,2024-09-01,Airbnb,Airbnb,Travel - Lodging,600.0,invoiced,Sales,0.8999999999999999,Fair
TXN-00950,2024-12-22,Restaurants.com Inc,Restaurants.Com Inc,Meals & Entertainment,40.0,invoiced,Engineering,0.8999999999999999,Fair
TXN-00951,2024-01-30,AWS,Aws,Software - Cloud,5000.0,pending,Engineering,0.8999999999999999,Fair
TXN-00952,2024-08-19,American Airlines,American Airlines,Travel - Airfare,1500.0,pending,Engineering,0.8999999999999999,Fair
TXN-00953,2025-01-08,United Airlines,United Airlines,Travel - Airfare,450.0,paid,Sales,0.8999999999999999,Fair
TXN-00954,2024-04-22,Apple,Apple,Hardware - Equipment,1999.0,paid,Operations,0.8999999999999999,Fair
TXN-00955,2024-04-05,FedEx,Fedex,Shipping & Logistics,300.0,completed,Operations,0.8999999999999999,Fair
TXN-00956,2025-03-14,Datadog,Datadog,Software - Monitoring,1500.0,delivered,Marketing,0.8999999999999999,Fair
TXN-00957,2024-03-20,Lenovo,Lenovo,Hardware - Equipment,1000.0,invoiced,Engineering,0.8999999999999999,Fair
TXN-00958,2024-04-04,Dell,Dell,Hardware - Equipment,2500.0,pending,HR,0.8999999999999999,Fair
TXN-00959,2025-02-25,Uber,Uber,Travel - Ground,15.0,paid,Operations,0.8999999999999999,Fair
TXN-00960,2024-11-03,Comcast,Comcast,Utilities - Internet,70.0,completed,HR,0.95,Good
TXN-00961,2024-11-14,Microsoft Azure,Microsoft Azure,Software - Cloud,3000.0,invoiced,Marketing,0.8999999999999999,Fair
TXN-00962,2025-01-12,Xero Inc,Xero Inc,Accounting Software,200.0,completed,Finance,0.8999999999999999,Fair
TXN-00963,2024-11-19,Amazon,Amazon,Hardware - Equipment,299.0,delivered,HR,0.8799999999999999,Fair
TXN-00964,2024-03-14,Lyft,Lyft,Travel - Ground,12.0,completed,Sales,0.95,Good
TXN-00965,2024-08-26,LinkedIn Ads,Linkedin Ads,Marketing - Digital,2500.0,pending,Marketing,0.8999999999999999,Fair
TXN-00966,2024-09-24,QuickBooks,Quickbooks,Accounting Software,300.0,pending,Sales,0.8999999999999999,Fair
TXN-00967,2024-01-16,McKinsey,Mckinsey,Professional Services,15000.0,delivered,Finance,0.8999999999999999,Fair
TXN-00968,2024-08-06,UPS,Ups,Shipping & Logistics,350.0,invoiced,Finance,0.8999999999999999,Fair
TXN-00969,2024-10-05,Slack,Slack,Software - SaaS,199.0,delivered,Sales,0.95,Good
TXN-00970,2024-08-06,Office Depot,Office Depot,Office Supplies,350.0,completed,Engineering,0.95,Good
TXN-00971,2024-11-26,AWS,Aws,Software - Cloud,10000.0,paid,Engineering,0.95,Good
TXN-00972,2025-01-09,Zoom,Zoom,Software - SaaS,299.0,delivered,HR,0.8999999999999999,Fair
TXN-00973,2024-03-13,QuickBooks,Quickbooks,Accounting Software,120.0,paid,Marketing,0.95,Good
TXN-00974,2024-01-17,Best Buy,Best Buy,Hardware - Equipment,1200.0,completed,Engineering,0.95,Good
TXN-00975,2025-01-04,Office Depot,Office Depot,Office Supplies,75.0,invoiced,Operations,0.8999999999999999,Fair
TXN-00976,2024-12-05,AWS,Aws,Software - Cloud,5000.0,invoiced,HR,0.8999999999999999,Fair
TXN-00977,2024-05-24,Twilio,Twilio,Software - Communications,1000.0,pending,Sales,0.95,Good
TXN-00978,2025-03-27,Xero,Xero,Accounting Software,400.0,paid,Sales,0.95,Good
TXN-00979,2024-06-09,Lyft,Lyft,Travel - Ground,60.0,paid,Sales,0.8999999999999999,Fair
TXN-00980,2025-02-15,American Airlines,American Airlines,Travel - Airfare,550.0,paid,Operations,0.95,Good
TXN-00981,2024-08-14,Staples,Staples,Office Supplies,300.0,paid,Engineering,0.8999999999999999,Fair
TXN-00982,2024-08-15,Apple,Apple,Hardware - Equipment,799.0,delivered,Operations,0.8999999999999999,Fair
TXN-00983,2024-02-17,Amazon,Amazon,Hardware - Equipment,99.0,paid,Sales,0.8999999999999999,Fair
TXN-00984,2024-09-17,DHL,Dhl,Shipping & Logistics,400.0,delivered,Marketing,0.95,Good
TXN-00985,2024-09-27,Comcast,Comcast,Utilities - Internet,70.0,invoiced,Engineering,0.8999999999999999,Fair
TXN-00986,2025-02-11,HubSpot,Hubspot,Marketing - Software,1200.0,paid,HR,0.8999999999999999,Fair
TXN-00987,2024-11-05,starbucks,Starbucks,Meals & Entertainment,5.0,paid,Operations,0.8999999999999999,Fair
TXN-00988,2024-03-31,AWS,Aws,Software - Cloud,2341.0,pending,HR,0.8999999999999999,Fair
TXN-00989,2024-03-17,Chipotle,Chipotle,Meals & Entertainment,15.0,invoiced,HR,0.95,Good
TXN-00990,2024-06-07,Stripe,Stripe,Software - Payments,2500.0,invoiced,Finance,0.95,Good
TXN-00991,2024-05-24,Best Buy,Best Buy,Hardware - Equipment,100.0,paid,Marketing,0.8999999999999999,Fair
TXN-00992,2024-08-10,QuickBooks,Quickbooks,Accounting Software,120.0,pending,Finance,0.8999999999999999,Fair
TXN-00993,2024-04-16,AWS,Aws,Software - Cloud,500.0,paid,HR,0.8999999999999999,Fair
TXN-00994,2025-02-07,IKEA,Ikea,Furniture - Fixed Asset,300.0,invoiced,Engineering,0.8799999999999999,Fair
TXN-00995,2025-02-25,AWS,Aws,Software - Cloud,500.0,invoiced,Operations,0.9299999999999999,Good
TXN-00996,2024-05-03,Uber,Uber,Travel - Ground,15.0,invoiced,Marketing,0.8799999999999999,Fair
TXN-00997,2024-05-30,Best Buy,Best Buy,Hardware - Equipment,100.0,pending,Engineering,0.95,Good
TXN-00998,2024-08-08,Southwest Airlines,Southwest Airlines,Travel - Airfare,350.0,pending,HR,0.95,Good
TXN-00999,2024-01-18,Accenture,Accenture,Professional Services,7000.0,pending,Engineering,0.95,Good
TXN-01000,2025-02-12,Delta Airlines,Delta Airlines,Travel - Airfare,900.0,invoiced,HR,0.9299999999999999,Good
TXN-01001,2025-02-27,Uber,Uber,Travel - Ground,25.0,pending,Marketing,0.8999999999999999,Fair
TXN-01002,2024-02-06,Zoom,Zoom,Software - SaaS,100.0,delivered,Operations,0.95,Good
TXN-01003,2024-04-01,Lyft,Lyft,Travel - Ground,40.0,paid,Finance,0.95,Good
TXN-01004,2025-01-28,American Airlines,American Airlines,Travel - Airfare,1500.0,invoiced,Finance,0.95,Good
TXN-01005,2024-10-03,American Airlines,American Airlines,Travel - Airfare,550.0,paid,Marketing,0.8999999999999999,Fair
TXN-01006,2024-01-29,Facebook Ads,Facebook Ads,Marketing - Digital,800.0,completed,HR,0.95,Good
TXN-01007,2024-03-21,AWS,Aws,Software - Cloud,500.0,invoiced,Engineering,0.8999999999999999,Fair
TXN-01008,2024-03-29,Verizon,Verizon,Utilities - Telecom,200.0,completed,Operations,0.95,Good
TXN-01009,2025-01-07,Comcast,Comcast,Utilities - Internet,70.0,delivered,Operations,0.8999999999999999,Fair
TXN-01010,2024-10-28,DoorDash,Doordash,Meals & Entertainment,25.0,completed,Sales,0.95,Good
TXN-01011,2024-04-21,Google Ads,Google Ads,Marketing - Digital,5000.0,delivered,Engineering,0.95,Good
TXN-01012,2024-03-27,Starbucks,Starbucks,Meals & Entertainment,5.0,invoiced,Operations,0.8999999999999999,Fair
TXN-01013,2024-11-22,Amazon,Amazon,Hardware - Equipment,99.0,pending,Engineering,0.8799999999999999,Fair
TXN-01014,2024-11-15,United Airlines,United Airlines,Travel - Airfare,450.0,pending,Sales,0.8999999999999999,Fair
TXN-01015,2024-06-01,Grubhub,Grubhub,Meals & Entertainment,100.0,paid,HR,0.95,Good
TXN-01016,2024-03-28,LinkedIn Ads,Linkedin Ads,Marketing - Digital,400.0,delivered,Operations,0.8999999999999999,Fair
TXN-01017,2024-07-09,AT&T,At&T,Utilities - Telecom,300.0,completed,Finance,0.8999999999999999,Fair
TXN-01018,2025-02-22,Google Ads,Google Ads,Marketing - Digital,5000.0,pending,Finance,0.8999999999999999,Fair
TXN-01019,2024-05-13,Facebook Ads,Facebook Ads,Marketing - Digital,2000.0,invoiced,Operations,0.8999999999999999,Fair
TXN-01020,2024-09-13,Marriott Hotels,Marriott Hotels,Travel - Lodging,150.0,delivered,HR,0.8999999999999999,Fair
TXN-01021,2024-11-05,Amazon Business,Amazon Business,Office Supplies,250.0,delivered,Sales,0.8999999999999999,Fair
TXN-01022,2024-05-20,McKinsey,Mckinsey,Professional Services,60000.0,delivered,HR,0.95,Good
TXN-01023,2024-01-18,QuickBooks,Quickbooks,Accounting Software,300.0,delivered,Engineering,0.8999999999999999,Fair
TXN-01024,2024-06-29,McKinsey,Mckinsey,Professional Services,15000.0,invoiced,Sales,0.8999999999999999,Fair
TXN-01025,2024-02-04,IKEA,Ikea,Furniture - Fixed Asset,600.0,pending,Operations,0.8999999999999999,Fair
TXN-01026,2024-06-06,Hilton Hotels,Hilton Hotels,Travel - Lodging,700.0,invoiced,Sales,0.8799999999999999,Fair
TXN-01027,2024-08-30,Datadog,Datadog,Software - Monitoring,1500.0,pending,HR,0.8999999999999999,Fair
TXN-01028,2024-01-19,UberEats,Ubereats,Meals & Entertainment,20.0,completed,HR,0.9299999999999999,Good
TXN-01029,2025-02-06,Dell,Dell,Hardware - Equipment,1200.0,invoiced,HR,0.8999999999999999,Fair
TXN-01030,2024-05-31,Southwest Airlines,Southwest Airlines,Travel - Airfare,1000.0,completed,Finance,0.8999999999999999,Fair
TXN-01031,2024-04-10,American Airlines,American Airlines,Travel - Airfare,1500.0,delivered,Operations,0.95,Good
TXN-01032,2025-01-14,Starbucks,Starbucks,Meals & Entertainment,5.0,invoiced,Finance,0.8999999999999999,Fair
TXN-01033,2025-02-25,Twilio,Twilio,Software - Communications,1000.0,delivered,Operations,0.95,Good
TXN-01034,2025-02-24,DHL,Dhl,Shipping & Logistics,400.0,paid,Engineering,0.95,Good
TXN-01035,2025-01-16,Grubhub,Grubhub,Meals & Entertainment,50.0,invoiced,Finance,0.8799999999999999,Fair
TXN-01036,2024-05-24,Grubhub,Grubhub,Meals & Entertainment,180.0,pending,Finance,0.8999999999999999,Fair
TXN-01037,2024-03-26,PwC,Pwc,Professional Services,8000.0,delivered,Engineering,0.8999999999999999,Fair
TXN-01038,2024-05-21,Apple,Apple,Hardware - Equipment,799.0,delivered,Operations,0.8999999999999999,Fair
TXN-01039,2024-02-24,Grubhub,Grubhub,Meals & Entertainment,25.0,paid,Finance,0.8999999999999999,Fair
TXN-01040,2024-09-26,McKinsey,Mckinsey,Professional Services,30000.0,delivered,Marketing,0.8999999999999999,Fair
TXN-01041,2025-03-03,United Airlines,United Airlines,Travel - Airfare,850.0,completed,Engineering,0.95,Good
